domain,label,confidence,text_score,vision_score,reasons,image_count,error,started_at,finished_at,stage_used,nav_count,heading_count
asceno.com,Bodywear Leaning,0.5850000000000001,0.0,0.65,vision_screenshot:0.65;text_extraction_failed,1,,2025-11-07T12:10:17.293727,2025-11-07T12:10:27.271760,playwright,0,0
boobdesign.com,Bodywear Leaning,0.5850000000000001,0.0,0.65,vision_screenshot:0.65;text_extraction_failed,1,,2025-11-07T12:14:19.548730,2025-11-07T12:14:23.860034,playwright,0,0
mila-beach.com,Bodywear Leaning,0.5850000000000001,0.0,0.65,vision_screenshot:0.65;text_extraction_failed,1,,2025-11-07T12:35:45.270275,2025-11-07T12:35:54.176970,playwright,0,0
marcmarcs.com,Bodywear Leaning,0.5850000000000001,0.0,0.65,vision_screenshot:0.65;text_extraction_failed,1,,2025-11-07T13:09:42.459289,2025-11-07T13:09:48.373895,playwright,0,0
boglietti.it,Bodywear Leaning,0.5850000000000001,0.0,0.65,vision_screenshot:0.65;text_extraction_failed,1,,2025-11-07T13:12:53.755250,2025-11-07T13:13:01.102788,playwright,0,0
oscalito.it,Bodywear Leaning,0.5850000000000001,0.0,0.65,vision_screenshot:0.65;text_extraction_failed,1,,2025-11-07T13:20:52.260131,2025-11-07T13:20:58.133324,playwright,0,0
scarlettgasque.com,Bodywear Leaning,0.5850000000000001,0.0,0.65,vision_screenshot:0.65;text_extraction_failed,1,,2025-11-07T13:21:46.734571,2025-11-07T13:21:59.985707,playwright,0,0
spanx.com,Bodywear Leaning,0.5850000000000001,0.0,0.65,vision_screenshot:0.65;text_extraction_failed,1,,2025-11-07T14:02:04.429019,2025-11-07T14:02:09.181180,playwright,0,0
posielingerie.com,Bodywear Leaning,0.5850000000000001,0.0,0.65,vision_screenshot:0.65;text_extraction_failed,1,,2025-11-07T14:42:34.309070,2025-11-07T14:42:38.822119,playwright,0,0
dienlingerie.com,Bodywear Leaning,0.5850000000000001,0.0,0.65,vision_screenshot:0.65;text_extraction_failed,1,,2025-11-07T16:05:49.412398,2025-11-07T16:05:58.865387,playwright,0,0
sensis.com.pl,Bodywear Leaning,0.5850000000000001,0.0,0.65,vision_screenshot:0.65;text_extraction_failed,1,,2025-11-07T16:17:15.928270,2025-11-07T16:17:19.528371,playwright,0,0
ioralingerie.com,Bodywear Leaning,0.5850000000000001,0.0,0.65,vision_screenshot:0.65;text_extraction_failed,1,,2025-11-07T16:17:34.469736,2025-11-07T16:17:38.512316,playwright,0,0
pompea.com,Bodywear Leaning,0.5850000000000001,0.0,0.65,vision_screenshot:0.65;text_extraction_failed,1,,2025-11-07T16:21:21.393846,2025-11-07T16:21:27.501323,playwright,0,0
mymarini.com,Bodywear Leaning,0.5850000000000001,0.0,0.65,vision_screenshot:0.65;text_extraction_failed,1,,2025-11-07T16:23:14.912484,2025-11-07T16:23:20.527962,playwright,0,0
jockey.com,Bodywear Leaning,0.5850000000000001,0.0,0.65,vision_screenshot:0.65;text_extraction_failed,1,,2025-11-07T16:30:02.791065,2025-11-07T16:30:05.401269,playwright,0,0
bamboobasics.com,Bodywear Leaning,0.5793103448275863,0.6086206896551724,0.55,"bodywear:boxers,trunks,ondergoed,bh,slips;generalist:baby;vision_screenshot:0.55",1,,2025-11-07T12:12:18.676434,2025-11-07T12:12:24.100557,http+vision,47,10
moritz-hendel.de,Bodywear Leaning,0.5791666666666666,0.2583333333333333,0.9,bodywear:bh;generalist:accessoires;vision_screenshot:0.90,1,,2025-11-07T16:29:36.272595,2025-11-07T16:29:43.017944,http+vision,24,0
bertilleisabeau.com,Bodywear Leaning,0.5777777777777777,0.5055555555555555,0.65,bodywear:lingerie;generalist:maison;vision_screenshot:0.65,1,,2025-11-07T16:12:02.921284,2025-11-07T16:12:06.797512,http+vision,42,7
admas.es,Bodywear Leaning,0.5625,0.575,0.55,"bodywear:pyjamas,pijama;generalist:jeans,home,accessories;vision_screenshot:0.55",1,,2025-11-07T16:05:34.373254,2025-11-07T16:05:49.098003,http+vision,91,7
fidalingerie.it,Bodywear Leaning,0.5596153846153846,0.5692307692307692,0.55,bodywear:slip;generalist:home;vision_screenshot:0.55,1,,2025-11-07T13:14:12.758823,2025-11-07T13:14:17.041157,http+vision,29,8
dalgaswim.com,Bodywear Leaning,0.55,0.5499999999999999,0.55,"bodywear:swim,bikini,trunks;generalist:accessories;vision_screenshot:0.55",1,,2025-11-07T16:28:54.417452,2025-11-07T16:28:59.603727,http+vision,45,10
b-leaf.be,Bodywear Leaning,0.54,0.0,0.6,vision_screenshot:0.60;text_extraction_failed,1,,2025-11-07T14:08:53.602427,2025-11-07T14:09:05.814101,playwright,0,0
pastunette.com,Bodywear Leaning,0.5345833333333333,0.6191666666666666,0.45,"bodywear:bikini,nachtmode,badmode,pyjama;generalist:kids,accessoires;vision_screenshot:0.45",1,,2025-11-07T14:27:01.941346,2025-11-07T14:27:05.605033,http+vision,134,10
onskinery.com,Bodywear Leaning,0.525,0.2,0.85,"bodywear:unterwäsche;generalist:baby,schuhe;vision_screenshot:0.85",1,,2025-11-07T16:36:38.378929,2025-11-07T16:36:43.200636,http+vision,46,9
icebreaker.com,Bodywear Leaning,0.51875,0.5875,0.45,"bodywear:ondergoed,beha,sokken;generalist:jassen;vision_screenshot:0.45",1,,2025-11-07T12:28:26.182123,2025-11-07T12:28:37.088184,http+vision,50,10
shortstories.de,Bodywear Leaning,0.5166666666666666,0.7333333333333333,0.3,"bodywear:loungewear,slips,unterwäsche,nachtwäsche,bademode;generalist:home;vision_screenshot:0.30",1,,2025-11-07T13:22:08.520125,2025-11-07T13:22:13.535752,http+vision,43,6
calamoon.com,Bodywear Leaning,0.5125,0.175,0.85,bodywear:swimwear;generalist:kids;vision_screenshot:0.85,1,,2025-11-07T16:06:47.837409,2025-11-07T16:06:51.466374,http+vision,26,6
femfour.com,Bodywear Leaning,0.5071428571428571,0.3642857142857142,0.65,bodywear:bikini;generalist:home;vision_screenshot:0.65,1,,2025-11-07T13:14:05.451612,2025-11-07T13:14:12.427285,http+vision,21,7
lascana.com,Bodywear Leaning,0.5025,0.5549999999999999,0.45,"bodywear:lingerie,swimwear;generalist:outerwear,coats,jackets;vision_screenshot:0.45",1,,2025-11-07T14:25:16.968311,2025-11-07T14:25:22.365593,http+vision,48,1
cachecoeurlingerie.com,Bodywear Leaning,0.5,0.5070175438596491,0.1,"bodywear:lingerie,pyjamas,culotte,maillots;generalist:jeans,accessoires,manteaux;vision_screenshot:0.10",1,,2025-11-07T12:15:33.948770,2025-11-07T12:15:43.756074,http+vision,149,8
crewclothing.co.uk,Bodywear Leaning,0.5,0.4092592592592592,0.1,"bodywear:nightwear,swimwear,loungewear;generalist:jeans,coats,jackets;vision_screenshot:0.10",1,,2025-11-07T12:21:59.595411,2025-11-07T12:22:21.351733,http+vision,95,1
zizzi.dk,Bodywear Leaning,0.5,0.408,0.1,"bodywear:shapewear;generalist:jeans,accessories;vision_screenshot:0.10",1,,2025-11-07T12:22:41.457785,2025-11-07T12:22:47.512494,http+vision,100,9
falke.com,Bodywear Leaning,0.5,0.5515151515151515,0.2,"bodywear:underwear,bras,panties,hosiery,slips;generalist:jackets,accessories,sneaker;vision_screenshot:0.20",1,,2025-11-07T12:24:21.996408,2025-11-07T12:24:26.898516,http+vision,100,3
kaikoaworld.com,Bodywear Leaning,0.5,0.6666666666666666,0.0,bodywear:swimwear;vision_screenshot:0.00,1,,2025-11-07T12:30:48.317898,2025-11-07T12:30:51.578305,http+vision,28,6
lidea.de,Bodywear Leaning,0.5,0.6666666666666666,0.0,bodywear:swimwear;vision_screenshot:0.00,1,,2025-11-07T12:31:40.701733,2025-11-07T12:31:43.979977,http+vision,21,3
lovebrand.com,Bodywear Leaning,0.5,0.6105263157894737,0.1,"bodywear:swimwear,swim,bikini;generalist:jackets,accessories,bags;vision_screenshot:0.10",1,,2025-11-07T12:31:55.287466,2025-11-07T12:32:09.279520,http+vision,148,10
mouwlengte7.com,Bodywear Leaning,0.5,0.4714285714285714,0.1,"bodywear:ondergoed,boxershorts,sokken;generalist:accessoires,casa;vision_screenshot:0.10",1,,2025-11-07T12:34:03.323563,2025-11-07T12:34:07.197269,http+vision,144,9
lovjoi.com,Bodywear Leaning,0.5,0.6710526315789473,0.1,"bodywear:lingerie,bras,intimates,nightwear,swimwear;generalist:jeans;vision_screenshot:0.10",1,,2025-11-07T12:34:32.559774,2025-11-07T12:34:40.723446,http+vision,76,9
maryanmehlhorn.com,Bodywear Leaning,0.5,0.73125,0.0,bodywear:bikini;generalist:home;vision_screenshot:0.00,1,,2025-11-07T12:35:31.949248,2025-11-07T12:35:34.908078,http+vision,18,4
monsieurtshirt.com,Bodywear Leaning,0.5,0.5,0.1,bodywear:boxers;vision_screenshot:0.10,1,,2025-11-07T12:36:00.280783,2025-11-07T12:36:04.821441,http+vision,11,10
oneill.com,Bodywear Leaning,0.5,0.5,0.1,"bodywear:swimwear,swim,bikini;generalist:jackets,footwear,accessories;vision_screenshot:0.10",1,,2025-11-07T12:37:10.333460,2025-11-07T12:37:20.188104,http+vision,58,10
pamelamann.co.uk,Bodywear Leaning,0.5,0.175,0.45,"bodywear:underwear;generalist:home,accessories;vision_screenshot:0.45",1,,2025-11-07T12:38:31.732000,2025-11-07T12:38:38.124167,http+vision,50,10
royce-lingerie.co.uk,Bodywear Leaning,0.5,0.6333333333333333,0.0,bodywear:bras;generalist:home;vision_screenshot:0.00,1,,2025-11-07T12:39:40.713642,2025-11-07T12:39:52.576874,http+vision,13,6
sockshouse.nl,Bodywear Leaning,0.5,0.75,0.0,"bodywear:ondergoed,sokken,kousen;vision_screenshot:0.00",1,,2025-11-07T12:53:54.523503,2025-11-07T12:53:58.354863,http+vision,20,9
untouchedunderwear.com,Bodywear Leaning,0.5,0.7461538461538462,0.0,"bodywear:boxers,thong,boxershorts,boxer,hipster;generalist:home;vision_screenshot:0.00",1,,2025-11-07T12:57:01.628878,2025-11-07T12:57:07.445583,http+vision,38,8
vivemaria.de,Bodywear Leaning,0.5,0.5236842105263159,0.0,"bodywear:panties,pyjamas,slips;generalist:home,mäntel,jacken;vision_screenshot:0.00",1,,2025-11-07T12:57:07.768455,2025-11-07T12:57:12.441150,http+vision,69,8
zoeleggings.com,Bodywear Leaning,0.5,0.44375,0.15,"bodywear:underwear,bra,bras,swimwear;generalist:jackets,accessories,bags;vision_screenshot:0.15",1,,2025-11-07T13:01:40.437425,2025-11-07T13:01:50.086522,http+vision,48,10
en.le-petit-trou.com,Bodywear Leaning,0.5,0.6266666666666666,0.0,"bodywear:lingerie,bra,bras,briefs;generalist:jackets,shoes,accessories;vision_screenshot:0.00",1,,2025-11-07T13:09:08.795697,2025-11-07T13:09:13.957019,http+vision,43,9
lousylivin.com,Bodywear Leaning,0.5,0.6705882352941177,0.05,"bodywear:trunks,boxershorts;generalist:home;vision_screenshot:0.05",1,,2025-11-07T13:09:27.031529,2025-11-07T13:09:35.219719,http+vision,40,10
moostwanted.com,Bodywear Leaning,0.5,0.6266666666666666,0.15,"bodywear:lingerie;generalist:jackets,accessories,bags;vision_screenshot:0.15",1,,2025-11-07T13:10:04.984049,2025-11-07T13:10:15.049961,http+vision,35,10
sunspel.com,Bodywear Leaning,0.5,0.5535714285714285,0.1,"bodywear:underwear,briefs,sleepwear,swimwear,loungewear;generalist:coats,jackets,shoes;vision_screenshot:0.10",1,,2025-11-07T13:11:47.429231,2025-11-07T13:11:54.392678,http+vision,59,10
bojibojiboji.com,Bodywear Leaning,0.5,0.7666666666666666,0.0,"bodywear:boxers,boxer,sous-vêtements,culotte;generalist:home;vision_screenshot:0.00",1,,2025-11-07T13:13:01.421289,2025-11-07T13:13:06.799476,http+vision,27,9
coastalreef.fr,Bodywear Leaning,0.5,0.6666666666666666,0.1,bodywear:maillots;vision_screenshot:0.10,1,,2025-11-07T13:13:34.506612,2025-11-07T13:13:40.116797,http+vision,60,9
massana.es,Bodywear Leaning,0.5,0.44375,0.3,"bodywear:underwear,boxers,slips;generalist:home,casa;vision_screenshot:0.30",1,,2025-11-07T13:20:32.707992,2025-11-07T13:20:39.219247,http+vision,54,3
odetteancel.net,Bodywear Leaning,0.5,0.6576923076923077,0.0,bodywear:bikini;generalist:home;vision_screenshot:0.00,1,,2025-11-07T13:20:48.408085,2025-11-07T13:20:51.844494,http+vision,98,9
talc-paris.fr,Bodywear Leaning,0.5,0.5285714285714286,0.0,bodywear:pyjamas;generalist:maison;vision_screenshot:0.00,1,,2025-11-07T13:22:21.739909,2025-11-07T13:22:26.095372,http+vision,98,10
yellamaris.de,Bodywear Leaning,0.5,0.5285714285714286,0.0,bodywear:pyjama;generalist:home;vision_screenshot:0.00,1,,2025-11-07T13:22:54.436726,2025-11-07T13:22:58.102087,http+vision,8,10
4threckless.com,Bodywear Leaning,0.5,0.34,0.45,bodywear:bra;generalist:home;vision_screenshot:0.45,1,,2025-11-07T13:23:00.833667,2025-11-07T13:23:05.422522,http+vision,50,10
cuissoh.com,Bodywear Leaning,0.5,0.5,0.0,bodywear:shorty;vision_screenshot:0.00,1,,2025-11-07T13:27:06.657469,2025-11-07T13:27:11.610670,http+vision,18,8
girlfriend.com,Bodywear Leaning,0.5,0.7033333333333333,0.0,"bodywear:bra,bras,intimates;generalist:jackets;vision_screenshot:0.00",1,,2025-11-07T13:28:11.289520,2025-11-07T13:28:19.123407,http+vision,95,7
janira.com,Bodywear Leaning,0.5,0.7817307692307692,0.0,"bodywear:bra,boxers,slips,boxer,tanga;generalist:baby;vision_screenshot:0.00",1,,2025-11-07T13:29:04.929067,2025-11-07T13:29:08.748390,http+vision,146,2
rosemunde.com,Bodywear Leaning,0.5,0.25,0.3,"bodywear:underwear,nightwear,swimwear;generalist:coats,jackets,shoes;vision_screenshot:0.30",1,,2025-11-07T13:32:24.620337,2025-11-07T13:32:35.189352,http+vision,44,2
palomacasile.com,Bodywear Leaning,0.5,0.6928571428571428,0.0,bodywear:lingerie;generalist:home;vision_screenshot:0.00,1,,2025-11-07T14:28:01.871184,2025-11-07T14:28:05.345060,http+vision,5,9
willy-hermann.com,Bodywear Leaning,0.5,0.7074074074074074,0.0,"bodywear:shapewear,swimwear;generalist:home,beauty;vision_screenshot:0.00",1,,2025-11-07T14:30:01.667614,2025-11-07T14:30:05.246451,http+vision,148,0
penn-ts.com,Bodywear Leaning,0.5,0.5875,0.0,bodywear:lingerie;generalist:home;vision_screenshot:0.00,1,,2025-11-07T15:18:25.120302,2025-11-07T15:18:30.065284,http+vision,30,8
moonandmellow.com,Bodywear Leaning,0.5,0.5285714285714286,0.0,bodywear:sleepwear;generalist:home;vision_screenshot:0.00,1,,2025-11-07T16:04:13.484547,2025-11-07T16:04:18.151135,http+vision,28,5
sophiehallette.com,Bodywear Leaning,0.5,0.6928571428571428,0.0,bodywear:lingerie;generalist:accessories;vision_screenshot:0.00,1,,2025-11-07T16:06:28.156072,2025-11-07T16:06:30.621906,http+vision,20,0
esqudo.co,Bodywear Leaning,0.5,0.7657894736842106,0.0,"bodywear:swimwear,boxer;generalist:accessories;vision_screenshot:0.00",1,,2025-11-07T16:10:00.255440,2025-11-07T16:10:06.516136,http+vision,32,10
saeta-paris.com,Bodywear Leaning,0.5,0.6888888888888889,0.0,"bodywear:lingerie,bras,panties;generalist:accessories;vision_screenshot:0.00",1,,2025-11-07T16:10:09.926846,2025-11-07T16:10:15.939943,http+vision,88,5
muehlmeier.eu,Bodywear Leaning,0.5,0.7642857142857142,0.0,"bodywear:bra,bras;generalist:home;vision_screenshot:0.00",1,,2025-11-07T16:11:14.978304,2025-11-07T16:11:18.549865,http+vision,93,9
welovesocks.it,Bodywear Leaning,0.5,0.0,0.3,vision_screenshot:0.30;text_extraction_failed,1,,2025-11-07T16:12:08.191747,2025-11-07T16:12:16.967025,playwright,0,0
pinklabel.gr,Bodywear Leaning,0.5,0.773,0.0,"bodywear:underwear,pyjamas,swimwear,loungewear;generalist:home,sneaker;vision_screenshot:0.00",1,,2025-11-07T16:19:48.559159,2025-11-07T16:19:52.942911,http+vision,130,1
oceansapart.com,Bodywear Leaning,0.5,0.5192307692307692,0.0,"bodywear:underwear,bras,panties;generalist:coats,jackets,accessories;vision_screenshot:0.00",1,,2025-11-07T16:20:51.835052,2025-11-07T16:20:55.944164,http+vision,102,8
portokalada.fr,Bodywear Leaning,0.5,0.5842105263157894,0.0,"bodywear:tanga,culotte,maillot de bain,maillots;generalist:accessoires;vision_screenshot:0.00",1,,2025-11-07T16:21:04.101301,2025-11-07T16:21:08.329106,http+vision,37,10
voyeurx.nl,Bodywear Leaning,0.5,0.6409090909090909,0.0,bodywear:lingerie;generalist:accessoires;vision_screenshot:0.00,1,,2025-11-07T16:22:16.070987,2025-11-07T16:22:20.060128,http+vision,39,10
ilgabbianobeachwear.com,Bodywear Leaning,0.5,0.6699999999999999,0.0,"bodywear:bikini,slip;generalist:home;vision_screenshot:0.00",1,,2025-11-07T16:22:20.354078,2025-11-07T16:22:24.004732,http+vision,61,8
impetus.pt,Bodywear Leaning,0.5,0.6666666666666666,0.05,"bodywear:underwear,nightwear;vision_screenshot:0.05",1,,2025-11-07T16:22:54.184651,2025-11-07T16:22:57.802312,http+vision,42,4
lapartisienne.fr,Bodywear Leaning,0.5,0.6821428571428572,0.0,bodywear:lingerie;generalist:baby;vision_screenshot:0.00,1,,2025-11-07T16:23:03.046440,2025-11-07T16:23:08.752512,http+vision,18,4
mydacapo.de,Bodywear Leaning,0.5,0.5549999999999999,0.1,"bodywear:bh,slips,dessous;generalist:accessoires;vision_screenshot:0.10",1,,2025-11-07T16:38:26.186887,2025-11-07T16:38:29.759513,http+vision,60,0
evedess.com,Bodywear Leaning,0.5,0.7527777777777778,0.0,"bodywear:dessous,bademode;generalist:home;vision_screenshot:0.00",1,,2025-11-07T16:42:18.027405,2025-11-07T16:42:24.957811,http+vision,57,10
lidea.com,Bodywear Leaning,0.5,0.6666666666666666,0.0,bodywear:swimwear;vision_screenshot:0.00,1,,2025-11-07T16:42:58.495170,2025-11-07T16:43:01.690016,http+vision,21,3
zizzifashion.com,Bodywear Leaning,0.5,0.5177777777777777,0.1,"bodywear:underwear,nightwear,shapewear,swimwear;generalist:jeans,jackets,shoes;vision_screenshot:0.10",1,,2025-11-07T16:44:05.466544,2025-11-07T16:44:08.457179,http+vision,100,9
lindner-socks.com,Bodywear Leaning,0.5,0.0,0.3,vision_screenshot:0.30;text_extraction_failed,1,,2025-11-07T16:44:59.026100,2025-11-07T16:45:06.209770,playwright,0,0
meislahn.de,Bodywear Leaning,0.5,0.721875,0.0,"bodywear:shapewear,loungewear,unterwäsche,nachtwäsche;generalist:kinder,wohnen;vision_screenshot:0.00",1,,2025-11-07T16:45:47.296391,2025-11-07T16:45:50.716300,http+vision,51,10
wenaas.com,Bodywear Leaning,0.5,0.6666666666666666,0.0,bodywear:onderkleding;vision_screenshot:0.00,1,,2025-11-07T16:52:19.189378,2025-11-07T16:52:24.416505,http+vision,104,8
degriffstock.com,Bodywear Leaning,0.5,0.4092592592592592,0.1,"bodywear:lingerie,sous-vêtements,maillot de bain,nuit;generalist:sneakers,boots,accessoires;vision_screenshot:0.10",1,,2025-11-07T16:53:33.402904,2025-11-07T16:53:38.139527,http+vision,48,10
kolle.de,Bodywear Leaning,0.5,0.5,0.1,bodywear:bademode;vision_screenshot:0.10,1,,2025-11-07T16:59:46.932073,2025-11-07T16:59:51.621177,http+vision,18,9
adanola.com,Bodywear Leaning,0.5,0.3175,0.45,"bodywear:bras,intimates,sleepwear,swimwear;generalist:outerwear,jackets,accessories;vision_screenshot:0.45",1,,2025-11-07T17:03:45.787876,2025-11-07T17:03:51.011152,http+vision,100,10
dorcelstore.com,Bodywear Leaning,0.5,0.75,0.0,bodywear:string;vision_screenshot:0.00,1,,2025-11-07T17:15:57.022397,2025-11-07T17:16:01.056817,http+vision,56,9
stammel.de,Bodywear Leaning,0.5,0.5352941176470588,0.1,"bodywear:lingerie;generalist:kids,home;vision_screenshot:0.10",1,,2025-11-07T17:28:27.798282,2025-11-07T17:28:31.472626,http+vision,32,0
wibra.nl,Bodywear Leaning,0.5,0.5,0.1,bodywear:sokken;vision_screenshot:0.10,1,,2025-11-07T17:28:50.729850,2025-11-07T17:28:53.581779,http+vision,44,10
samunderwear.com,Bodywear Leaning,0.5,0.78,0.0,"bodywear:lingerie,shapewear,swimwear;generalist:home;vision_screenshot:0.00",1,,2025-11-07T17:29:38.880485,2025-11-07T17:29:41.981179,http+vision,13,7
terstal.nl,Bodywear Leaning,0.5,0.4982456140350877,0.1,"bodywear:lingerie,ondergoed,beha,slips,nachtmode;generalist:jeans,jassen,accessoires;vision_screenshot:0.10",1,,2025-11-07T17:29:54.389034,2025-11-07T17:29:58.696606,http+vision,99,0
oceanusswimwear.com,Bodywear Leaning,0.495,0.0,0.55,vision_screenshot:0.55;text_extraction_failed,1,,2025-11-07T12:37:24.653062,2025-11-07T12:37:36.186551,playwright,0,0
